,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
184,1.50054468661174e+18,1.50054468661174e+18,"2022-03-06 19:51:46 Paris, Madrid",2022-03-06,19:51:46,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin is pushing it to #Kyiv with all his force!His men are tired from the long road&amp;want to get to the city to wine&amp;dine! #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,1,0,"['putin', 'kyiv', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500544686611738628,False,https://twitter.com/RALee85/status/1500532232812912645,0,,,,,,,,[],,,,
187,1.50054377091969e+18,1.50054377091969e+18,"2022-03-06 19:48:08 Paris, Madrid",2022-03-06,19:48:08,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,Heavy shelling out of #Irpin close by to #Kyiv today. A group of journalists were trapped&amp; came under mortar attacks. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['irpin', 'kyiv', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500543770919686144,False,https://twitter.com/RALee85/status/1500535140346437637,0,,,,,,,,[],,,,
190,1.50054202376557e+18,1.50054202376557e+18,"2022-03-06 19:41:11 Paris, Madrid",2022-03-06,19:41:11,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin is using cruise guided missiles in his bombardments as if what he was doing was not enough. He wants to wipe it out. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],1,0,1,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500542023765569538,False,https://twitter.com/RALee85/status/1500540774265483264,0,,,,,,,,[],,,,
193,1.50054124906085e+18,1.50054124906085e+18,"2022-03-06 19:38:07 Paris, Madrid",2022-03-06,19:38:07,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,Today's shelling of Vinnytsya airport with #Russian cruise missiles. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['russian', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500541249060847621,False,https://twitter.com/RALee85/status/1500539936671477763,0,,,,,,,,[],,,,
194,1.50054053297571e+18,1.50054053297571e+18,"2022-03-06 19:35:16 Paris, Madrid",2022-03-06,19:35:16,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Ptuin's death squad using MLRS to blowup civilians &amp; Infrastructure. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['ptuin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500540532975710218,False,https://twitter.com/RALee85/status/1498266109581086726,0,,,,,,,,[],,,,
201,1.50053750622749e+18,1.50053750622749e+18,"2022-03-06 19:23:14 Paris, Madrid",2022-03-06,19:23:14,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,"They left everything behind for Putin,yet he chased them as the Angel of Death.They did not want anything but to stay alive! #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar",en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,2,"['kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500537506227490819,False,https://twitter.com/Ukrainenowi/status/1500535597722648581,0,,,,,,,,[],,,,
202,1.50053664602188e+18,1.50053664602188e+18,"2022-03-06 19:19:49 Paris, Madrid",2022-03-06,19:19:49,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin's massacres are allover the place. Death leaves silent to speak/shout the name of the criminal. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500536646021877762,False,https://twitter.com/Ukrainenowi/status/1500535597722648581,0,,,,,,,,[],,,,
203,1.5005330552573e+18,1.5005330552573e+18,"2022-03-06 19:05:33 Paris, Madrid",2022-03-06,19:05:33,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,"#Putin promised his men money, land &amp; glory because he knew they will never make it alive. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar #Kharkiv #StandWithUkraine️",en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar', 'kharkiv', 'standwithukraine️']",[],https://twitter.com/knowbeloliv/status/1500533055257301001,False,https://twitter.com/follow_ALM/status/1500530227755335680,0,,,,,,,,[],,,,
205,1.50053182326439e+18,1.50053182326439e+18,"2022-03-06 19:00:39 Paris, Madrid",2022-03-06,19:00:39,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin is getting smarter&amp; sending his fighter jets at night. More jets are set on fire. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500531823264387078,False,https://twitter.com/wroldnews369/status/1500530383372357640,0,,,,,,,,[],,,,
206,1.50052919583487e+18,1.50052919583487e+18,"2022-03-06 18:50:13 Paris, Madrid",2022-03-06,18:50:13,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,Putin's Denazification campaign is finally coming to fruition!A poor ladies aprtmnt is shatterd to pieces while #Putin expanding #Russia Eastward.#Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['putin', 'russia', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist']",[],https://twitter.com/knowbeloliv/status/1500529195834871814,False,https://twitter.com/TpyxaNews/status/1500527543174242309,0,,,,,,,,[],,,,
208,1.5005273919109e+18,1.5005273919109e+18,"2022-03-06 18:43:03 Paris, Madrid",2022-03-06,18:43:03,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin sets #Kharkiv's public prosecutor's office on fire. Putin's men rampage throughout #Ukraine in a Denazification effort for liberation. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist @CNNPolitics,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['putin', 'kharkiv', 'ukraine', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist']",[],https://twitter.com/knowbeloliv/status/1500527391910903810,False,https://twitter.com/araratpetrosian/status/1500525118333800453,0,,,,,,,,[],,,,
213,1.500520544135e+18,1.500520544135e+18,"2022-03-06 18:15:50 Paris, Madrid",2022-03-06,18:15:50,100,326903239.0,ss171179,Suleyman 🇦🇿🇺🇦,,#PrayForUkraine  #UkrainiansWillResist  #Ukrainian #UkraineRussiaWar  #UkraineWar  @ZelenskyyUa Ukrainian air defense over Kharkov was shot down by a Russian fighter.  https://t.co/h3lzXL0ePq,en,zelenskyyua,[],[],1,0,0,"['prayforukraine', 'ukrainianswillresist', 'ukrainian', 'ukrainerussiawar', 'ukrainewar']",[],https://twitter.com/ss171179/status/1500520544135000064,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1500520490833793025/pu/img/8L0kt3JxF2pm9VmO.jpg,,,,,,,[],,,,
219,1.50051440987309e+18,1.50051440987309e+18,"2022-03-06 17:51:28 Paris, Madrid",2022-03-06,17:51:28,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin's men left many tanks&amp; they're in good shape in #Nikolaev. #Putin now has given to #Ukrainian boys vehicles more than any Nato country😁. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['putin', 'nikolaev', 'putin', 'ukrainian', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist']",[],https://twitter.com/knowbeloliv/status/1500514409873088520,False,https://twitter.com/theragex/status/1500512265082126343,0,,,,,,,,[],,,,
224,1.50051164448881e+18,1.50051164448881e+18,"2022-03-06 17:40:28 Paris, Madrid",2022-03-06,17:40:28,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Kharkiv brings down a fighter jet of #Putin today. The pilot will be sleeping in the snow&amp; could freeze to death. #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar #Kyiv,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['kharkiv', 'putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar', 'kyiv']",[],https://twitter.com/knowbeloliv/status/1500511644488806402,False,https://twitter.com/olex_scherba/status/1500509061925715973,0,,,,,,,,[],,,,
227,1.50050590816988e+18,1.50050590816988e+18,"2022-03-06 17:17:41 Paris, Madrid",2022-03-06,17:17:41,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,A drone supplied with rockets will come in handy with this info. about a #Russian MRLS.Who can help #Putin to be delivered!#Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E #UkraineUnderAttaсk #Russia #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,0,0,"['russian', 'putin', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500505908169875457,False,https://twitter.com/Cen4infoRes/status/1500467690934263816,0,,,,,,,,[],,,,
228,1.50050397795121e+18,1.50050397795121e+18,"2022-03-06 17:10:01 Paris, Madrid",2022-03-06,17:10:01,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin is fighting in two fronts #Russia &amp; #Ukraine. He is destroying it at home&amp; abroad all together. #Kyiv #Kyivunderattack #KyivNow @nytimes #UkraineRussianWar @KremlinRussia_E  #UkraineUnderAttaсk  #Russia  #UkrainiansWillResist  @CNNPolitics #RussianUkrainianWar,en,nytimeskremlinrussia_ecnnpolitics,[],[],0,2,0,"['putin', 'russia', 'ukraine', 'kyiv', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'ukraineunderattaсk', 'russia', 'ukrainianswillresist', 'russianukrainianwar']",[],https://twitter.com/knowbeloliv/status/1500503977951211521,False,https://twitter.com/nexta_tv/status/1500437494147465216,0,,,,,,,,[],,,,
230,1.50050038728291e+18,1.50050038728291e+18,"2022-03-06 16:55:44 Paris, Madrid",2022-03-06,16:55:44,100,49525759.0,robby525,Robby Scharf,,It's time to sanction #China for their support of #Russian aggression against @Ukraine! #UkraineUnderAttaсk #Ukraine #UkrainiansWillResist,en,ukraine,[],[],0,0,0,"['china', 'russian', 'ukraineunderattaсk', 'ukraine', 'ukrainianswillresist']",[],https://twitter.com/Robby525/status/1500500387282907139,False,,0,,,,,,,,[],,,,
233,1.50049830740725e+18,1.50049830740725e+18,"2022-03-06 16:47:29 Paris, Madrid",2022-03-06,16:47:29,100,1.42336426371289e+18,ammozonammo,Ammozon Ammunition,,Donate and Support the Ukrainian People as they fight against tyranny! Our partners out doing our part assist us today! 🇺🇸 🇺🇦  https://t.co/IALZ75nQJe #UkrainiansWillResist #UkrainianCrisis #Ukraine @USNATO  https://t.co/LeP6ahdl04,en,usnato,['http://DefendUAFamilies.org'],[],0,0,0,"['ukrainianswillresist', 'ukrainiancrisis', 'ukraine']",[],https://twitter.com/AmmozonAmmo/status/1500498307407249410,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1500498234896265223/pu/img/uIzyNCyR8FXg2799.jpg,,,,,,,[],,,,
235,1.50049657016023e+18,1.50049657016023e+18,"2022-03-06 16:40:34 Paris, Madrid",2022-03-06,16:40:34,100,1.5004887623081e+18,iryna_odobetska,Ірина Одобецька,,Close the sky over #Ukraine!  @Isaac_Herzog @naftalibennett @IsraelinUkraine @AlonUshpiz  #UkrainiansWillResist  #StopRussianAggression  #StandWithUkraine  https://t.co/OPeI73kOQs,en,isaac_herzognaftalibennettisraelinukrainealonushpiz,[],[],0,0,0,"['ukraine', 'ukrainianswillresist', 'stoprussianaggression', 'standwithukraine']",[],https://twitter.com/Iryna_Odobetska/status/1500496570160234497,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1500496487167496192/pu/img/vRjUc9bI71hSqpm0.jpg,,,,,,,[],,,,
237,1.50049564592428e+18,1.50049564592428e+18,"2022-03-06 16:36:54 Paris, Madrid",2022-03-06,16:36:54,100,1.28447730222363e+18,knowbeloliv,KnowbelolivA,,#Putin is hiding himself behind civilian vehicles to shelter his military convoy from Drone attacks. #Kyiv #Ukraine #Kyivunderattack #KyivNow #UkraineRussianWar @KremlinRussia_E @nytimes  #TheEndofPutin #UkraineUnderAttaсk  #UkrainiansWillResist  #Russia  @CNNPolitics,en,kremlinrussia_enytimescnnpolitics,[],[],0,0,0,"['putin', 'kyiv', 'ukraine', 'kyivunderattack', 'kyivnow', 'ukrainerussianwar', 'theendofputin', 'ukraineunderattaсk', 'ukrainianswillresist', 'russia']",[],https://twitter.com/knowbeloliv/status/1500495645924282377,False,https://twitter.com/JimmySecUK/status/1500405677872795652,0,,,,,,,,[],,,,
257,1.50046740873739e+18,1.50046740873739e+18,"2022-03-06 14:44:42 Paris, Madrid",2022-03-06,14:44:42,100,1.27101442265653e+18,skye_jonquil,Islabear,,"Honestly, @ZelenskyyUa is just brilliant! What a simple but effective way to demonstrate his integrity #StandWithUkraine️ #UkrainiansWillResist",en,zelenskyyua,[],[],0,0,0,"['standwithukraine️', 'ukrainianswillresist']",[],https://twitter.com/skye_jonquil/status/1500467408737390597,False,https://twitter.com/olex_scherba/status/1500361063472283648,0,,,,,,,,[],,,,
264,1.50045523296213e+18,1.50045523296213e+18,"2022-03-06 13:56:19 Paris, Madrid",2022-03-06,13:56:19,100,43904705.0,richtorrenzano,Torrenzano,,"Lessons in #leadership. #Zelensky remains defiant, urges #UkrainiansWillResist to fight back as #PutinWarCriminal threatens country's statehood  https://t.co/X22jCQxJtv via @nypost",en,nypost,['https://nypost.com/2022/03/06/russia-ukraine-war-zelensky-urges-ukrainians-to-fight-back-as-putin-threatens-statehood/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons'],[],0,0,0,"['leadership', 'zelensky', 'ukrainianswillresist', 'putinwarcriminal']",[],https://twitter.com/RichTorrenzano/status/1500455232962129923,False,,0,,,,,,,,[],,,,
279,1.50039633973734e+18,1.50039633973734e+18,"2022-03-06 10:02:18 Paris, Madrid",2022-03-06,10:02:18,100,1.02425474978753e+18,laurentpfaadt,Laurent Pfaadt,,"Au son du magnifique Silent Music du compositeur ukrainien Valentyn #Silvestrov ne à #Kiev en 1937, le plus grand orchestre du monde se mobilise pour l'#Ukraine  #UkrainiansWillResist #UkraineConflict @ststTW",fr,ststtw,[],[],0,0,2,"['silvestrov', 'kiev', 'ukraine', 'ukrainianswillresist', 'ukraineconflict']",[],https://twitter.com/LaurentPfaadt/status/1500396339737341954,False,https://twitter.com/BerlinPhil/status/1500103202653491206,0,,,,,,,,[],,,,
281,1.50038522411036e+18,1.50038522411036e+18,"2022-03-06 09:18:07 Paris, Madrid",2022-03-06,09:18:07,100,2638874851.0,euromaidanpr_it,EuromaidanPR_IT,,"I militari e combattenti civili ucraini si distinguono non solo per il incredibile coraggio, tenacia e forza, ma anche per la grande umanità. Difendono la loro gente e combattono per la loro terra. FOTO: @EmilioMorenatti #UkrainiansWillResist #RussiaInvadedUkraine #StopPutinNOW",it,emiliomorenatti,[],[],0,0,5,"['ukrainianswillresist', 'russiainvadedukraine', 'stopputinnow']",[],https://twitter.com/EuromaidanPR_IT/status/1500385224110358529,False,https://twitter.com/EmilioMorenatti/status/1500118743447490561,0,,,,,,,,[],,,,
291,1.50035388131808e+18,1.50035388131808e+18,"2022-03-06 07:13:35 Paris, Madrid",2022-03-06,07:13:35,100,421327858.0,merc4ukraine,🇬🇧Shaunik🇺🇦,,#kyivUkraine . The City of Courage @Kyiv SUPPORT ..STAND WITH UKRAINE STAND WITH KYIV STAND WITH ALL #UkrainiansWillResist,en,kyiv,[],[],0,0,1,"['kyivukraine', 'ukrainianswillresist']",[],https://twitter.com/Merc4Ukraine/status/1500353881318084608,False,,0,,,,,,,,[],,,,
299,1.50030888898128e+18,1.50030888898128e+18,"2022-03-06 04:14:48 Paris, Madrid",2022-03-06,04:14:48,100,23261190.0,bathb0y,Justin Bryant Bsc,,How to get around the BBC block in Russia  https://t.co/G5Rt9dUxlQ via @BBCNews #Ukraine #UkraineRussianWar #UkraineUnderAttaсk #UkraineAppeal #UkraineAppeal #UkraineRussiaWar #UkraineWar #Ukriane #Ukrainians #UkrainianArmy #UkrainiansWillResist #Russia #Russians #Russian For you.,en,bbcnews,['https://www.bbc.co.uk/news/live/world-europe-60635927?ns_mchannel=social&ns_source=twitter&ns_campaign=bbc_live&ns_linkname=622416a4ec502b53cd480ecc%26How%20to%20get%20around%20the%20BBC%20block%20in%20Russia%262022-03-06T02%3A11%3A05.007Z&ns_fee=0&pinned_post_locator=urn:asset:3368681a-80ec-4fe1-b9b4-ffcf09f1449b&pinned_post_asset_id=622416a4ec502b53cd480ecc&pinned_post_type=share'],[],1,1,2,"['ukraine', 'ukrainerussianwar', 'ukraineunderattaсk', 'ukraineappeal', 'ukraineappeal', 'ukrainerussiawar', 'ukrainewar', 'ukriane', 'ukrainians', 'ukrainianarmy', 'ukrainianswillresist', 'russia', 'russians', 'russian']",[],https://twitter.com/bathb0y/status/1500308888981278721,False,,0,,,,,,,,[],,,,
305,1.50028677382561e+18,1.50028677382561e+18,"2022-03-06 02:46:55 Paris, Madrid",2022-03-06,02:46:55,100,8.22917903670506e+17,benbrookjohn,John no groups.....no lists,,@Visa @Mastercard stop all monetary transactions in Russia. UKRAINIANS and the world need your help to take Putin down.  #UkrainiansWillResist,en,mastercard,[],[],0,0,1,['ukrainianswillresist'],[],https://twitter.com/benbrookjohn/status/1500286773825613825,False,,0,,,,,,,,[],,,,
306,1.50028359299965e+18,1.50028359299965e+18,"2022-03-06 02:34:17 Paris, Madrid",2022-03-06,02:34:17,100,68384455.0,shelley_english,Shelley English,,"Love this @GREATBritain  campaign.  The British tried to keep the United States from gaining independence, but they gave up and are now our allies. Go tell #Putin  #UkrainiansWillResist",en,greatbritain,[],[],0,0,0,"['putin', 'ukrainianswillresist']",[],https://twitter.com/shelley_english/status/1500283592999645184,False,https://twitter.com/GREATBritain/status/1499343035569684480,0,,,,,,,,[],,,,
316,1.50025267294711e+18,1.50025267294711e+18,"2022-03-06 00:31:25 Paris, Madrid",2022-03-06,00:31:25,100,9.30981762943062e+17,officialpaavola,Janne Paavola Official,,The @cnni is a bit missing the point regarding #UkrainiansWillResist civilians on the street. The point here is the russian forces unwillingness and lack of motivation to kill Ukranians face to face!,en,cnni,[],[],0,0,0,['ukrainianswillresist'],[],https://twitter.com/OfficialPaavola/status/1500252672947105794,False,,0,,,,,,,,[],,,,
319,1.50024834618699e+18,1.50024834618699e+18,"2022-03-06 00:14:13 Paris, Madrid",2022-03-06,00:14:13,100,264979878.0,cmateams,CMAT,,"“We are with you.”  Good evening from Warsaw, Poland.  #ukrainian #UkrainiansWillResist #WeAreWithYou.   @RNAO @HPICanada  https://t.co/sNNFWpJhFN",en,rnaohpicanada,[],['https://pbs.twimg.com/media/FNHz6hvX0AY81FX.jpg'],1,2,10,"['ukrainian', 'ukrainianswillresist', 'wearewithyou']",[],https://twitter.com/CMATeams/status/1500248346186985482,False,,1,https://pbs.twimg.com/media/FNHz6hvX0AY81FX.jpg,,,,,,,[],,,,
323,1.50024338971504e+18,1.50024338971504e+18,"2022-03-05 23:54:31 Paris, Madrid",2022-03-05,23:54:31,100,1.29410895575355e+18,smtwnhumanist,Shelly,,"President Zelensky, thank you for reminding this American what it means to be patriotic. Thank you for reminding me that our world can change if we lift up the average person and support them.   #Zelensky #UkrainiansWillResist   🇺🇦 🌻🇺🇲  @ZelenskyyUa",en,zelenskyyua,[],[],0,0,0,"['zelensky', 'ukrainianswillresist']",[],https://twitter.com/smtwnhumanist/status/1500243389715042307,False,,0,,,,,,,,[],,,,
347,1.50018513269475e+18,1.50018513269475e+18,"2022-03-05 20:03:02 Paris, Madrid",2022-03-05,20:03:02,100,1.08192651176933e+18,oleksa_ua66,Оleksа_UA🇺🇦,,"""Ніч"":  ""Тиха украинская ночь. Ничто не в силах москалю помочь.   Вітання москаликам від українського  Вовка.  #UkrainiansWillResist  #StopRussianAggression  #StandWithUkraine   https://t.co/ZK3jKmZqBZ @operativnoZSU  https://t.co/fqrKkCDCog",uk,operativnozsu,['https://t.me/operativnoZSU'],[],1,6,21,"['ukrainianswillresist', 'stoprussianaggression', 'standwithukraine']",[],https://twitter.com/Oleksa_UA66/status/1500185132694745091,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1500185098414612488/pu/img/V9sMS5JIfuROvdX6.jpg,,,,,,,[],,,,
360,1.50017530700486e+18,1.50017530356143e+18,"2022-03-05 19:23:59 Paris, Madrid",2022-03-05,19:23:59,100,2418869918.0,shcherbininainn,Інна Щер,,"На відео - траса Київ - Суми. Неподалік від самих Сум, у напрямку столиці.   #stoprussia #UkrainiansWillResist  #StopRussianAggression  #StandWithUkraine  @operativnoZSU",uk,operativnozsu,[],[],0,2,0,"['stoprussia', 'ukrainianswillresist', 'stoprussianaggression', 'standwithukraine']",[],https://twitter.com/shcherbininainn/status/1500175307004858370,False,,0,,,,,,,,[],,,,
371,1.50016373773459e+18,1.50016371212417e+18,"2022-03-05 18:38:01 Paris, Madrid",2022-03-05,18:38:01,100,8.65432523593073e+17,pilotmsv,Pilot SamolyotОFF 🇺🇦,,⬇️ Озброєні сепаратисти мали ліквідувати ключових силовиків і представників влади.   #stoprussia #UkrainiansWillResist  #StopRussianAggression  #StandWithUkraine   https://t.co/cEHM51tZ4M @operativnoZSU,uk,operativnozsu,['https://t.me/operativnoZSU'],[],0,2,1,"['stoprussia', 'ukrainianswillresist', 'stoprussianaggression', 'standwithukraine']",[],https://twitter.com/pilotmsv/status/1500163737734586375,False,,0,,,,,,,,[],,,,
373,1.50016341097735e+18,1.50016341097735e+18,"2022-03-05 18:36:43 Paris, Madrid",2022-03-05,18:36:43,100,8.62608590636536e+17,pashor_sibanda,PashorRaphaelSibanda,,The University of Agder @uiagder has changed its colors by the main entrance of Kristiansand campus to blue &amp; yellow as an act of solidarity with Ukrainian. As a social democrat I join the rest of the world &amp; to stand in solidarity with the Ukrainians. #UkrainiansWillResist  https://t.co/nlQxdKf26Q,en,uiagder,[],['https://pbs.twimg.com/media/FNGmqtBWQAUTwxk.jpg'],1,1,6,['ukrainianswillresist'],[],https://twitter.com/pashor_sibanda/status/1500163410977345547,False,,1,https://pbs.twimg.com/media/FNGmqtBWQAUTwxk.jpg,,,,,,,[],,,,
388,1.50015419884291e+18,1.50015419884291e+18,"2022-03-05 18:00:07 Paris, Madrid",2022-03-05,18:00:07,100,7.12044059817333e+17,ca_rpe_die_m,ОптимистичнийРеаліст,,"[ Photo ] Спікер Національної ради (нижня палата парламенту) Австрії Вольфганг Соботка вибачився за свої ""недоречні висловлювання"" на адресу українців.  #UkrainiansWillResist  #StopRussianAggression  #StandWithUkraine   https://t.co/LsQiYQ1eem @operativnoZSU",uk,operativnozsu,['https://t.me/operativnoZSU'],[],0,0,0,"['ukrainianswillresist', 'stoprussianaggression', 'standwithukraine']",[],https://twitter.com/Ca_Rpe_Die_M/status/1500154198842908684,False,,0,,,,,,,,[],,,,
390,1.50015416393369e+18,1.50015416393369e+18,"2022-03-05 17:59:58 Paris, Madrid",2022-03-05,17:59:58,100,1.02425474978753e+18,laurentpfaadt,Laurent Pfaadt,,La statue de la liberté à @villecolmar @KlinkertBrigitt #UkrainiansWillResist #UkraineFree #UkraineConflict  https://t.co/Loc4wT9A6s,fr,villecolmarklinkertbrigitt,[],['https://pbs.twimg.com/media/FNGeQkzXEAAOCmr.jpg'],1,5,16,"['ukrainianswillresist', 'ukrainefree', 'ukraineconflict']",[],https://twitter.com/LaurentPfaadt/status/1500154163933687810,False,,1,https://pbs.twimg.com/media/FNGeQkzXEAAOCmr.jpg,,,,,,,[],,,,
400,1.50014710910181e+18,1.50014710910181e+18,"2022-03-05 17:31:56 Paris, Madrid",2022-03-05,17:31:56,100,326903239.0,ss171179,Suleyman 🇦🇿🇺🇦,,"#PrayForUkraine  #UkrainiansWillResist  #Ukrainian #UkraineRussiaWar  #UkraineWar  @ZelenskyyUa   Ukrainian mothers cannot be broken.  Railway stations - Kyiv, Ukraine  https://t.co/g86uGHWHCH",en,zelenskyyua,[],['https://pbs.twimg.com/media/FNGXldXX0AcNhD_.jpg'],0,0,2,"['prayforukraine', 'ukrainianswillresist', 'ukrainian', 'ukrainerussiawar', 'ukrainewar']",[],https://twitter.com/ss171179/status/1500147109101805570,False,,1,https://pbs.twimg.com/media/FNGXldXX0AcNhD_.jpg,,,,,,,[],,,,
